idx,date,hash,a,b,c,d,e,f,g,h,Y
8909,20190708,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,2,0,77,0,0,0,0,0,0
8910,20190709,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,1,0,77,0,0,0,0,0,0
8911,20190710,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,6,0,77,0,0,0,0,0,0
8912,20190711,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,1,0,77,0,0,0,0,0,0
8913,20190712,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,3,0,77,0,0,0,0,0,0
8914,20190713,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,2,0,77,0,0,0,0,0,0
8915,20190714,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,5,1,77,77,0,0,0,0,0
8916,20190715,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,3,0,77,0,0,0,0,0,0
8917,20190716,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,2,0,77,0,0,0,0,0,0
8918,20190717,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,0,0,77,0,0,0,0,0,0
8919,20190718,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,1,0,77,0,0,0,0,0,0
8920,20190719,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,1,0,77,0,0,0,0,0,0
8921,20190720,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,2,0,77,0,0,0,0,0,0
8922,20190721,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,2,0,77,0,0,0,0,0,0
8923,20190722,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,235,1,77,77,0,0,0,0,0
8924,20190723,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,38,0,77,0,0,0,0,0,0
8925,20190724,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,34,0,77,0,0,0,0,0,0
8926,20190725,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,18,0,77,0,0,0,0,0,0
8927,20190726,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,16,0,77,0,0,0,0,0,0
8928,20190727,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,16,0,77,0,0,0,0,0,0
8929,20190728,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,16,0,77,0,0,0,0,0,0
8930,20190729,41acd67f90d610cc476f8f3a2b5aab4ebca9b1a94839998ca60116e9c8c8feb7,3,0,77,0,0,0,0,0,0
8931,20190701,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,94,0,77,0,0,0,0,0,0
8932,20190702,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,155,0,77,0,0,0,0,0,0
8933,20190703,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,118,0,77,0,0,0,0,0,0
8934,20190704,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,143,0,77,0,0,0,0,0,0
8935,20190705,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,144,0,77,0,0,0,0,0,0
8936,20190706,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,263,0,77,0,0,0,0,0,0
8937,20190707,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,296,0,77,0,0,0,0,0,0
8938,20190708,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,139,0,77,0,0,0,0,0,0
8939,20190709,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,122,1,77,77,0,0,0,0,0
8940,20190710,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,83,0,77,0,0,0,0,0,0
8941,20190711,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,110,1,77,77,0,0,0,0,0
8942,20190712,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,148,1,77,77,0,0,0,0,0
8943,20190713,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,247,0,77,0,0,0,0,0,0
8944,20190714,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,330,0,77,0,0,0,0,0,0
8945,20190715,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,166,0,77,0,0,0,0,0,0
8946,20190716,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,131,1,77,77,0,0,0,0,0
8947,20190717,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,135,1,77,77,0,0,0,0,0
8948,20190718,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,113,0,77,0,0,0,0,0,0
8949,20190719,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,114,0,77,0,0,0,0,0,0
8950,20190720,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,167,1,77,77,0,0,0,0,0
8951,20190721,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,176,0,77,0,0,0,0,0,0
8952,20190722,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,166,0,77,0,0,0,0,0,0
8953,20190723,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,157,1,77,77,0,0,0,0,0
8954,20190724,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,119,0,77,0,0,0,0,0,0
8955,20190725,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,107,0,77,0,1,1,0,0,1
8956,20190726,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,118,0,77,0,0,0,0,0,0
8957,20190727,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,186,0,77,0,0,0,0,0,0
8958,20190728,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,220,0,77,0,0,0,0,0,0
8959,20190729,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,244,1,77,77,0,0,0,0,0
8960,20190730,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,202,1,77,77,0,0,0,0,0
8961,20190731,35f5bc78db1fc15039e8d29dff6f93e3651c87909ddfe6c954a64caae8664f6e,193,0,77,0,0,0,0,0,0
8962,20190701,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,31,2,77,154,1,0,0,0,0
8963,20190702,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,27,4,77,308,2,1,0,0,1
8964,20190703,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,35,3,77,231,0,0,0,0,0
8965,20190704,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,39,9,77,693,10,6,1,0,6
8966,20190705,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,26,4,77,308,1,1,3,0,0
8967,20190706,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,30,1,77,77,0,0,0,0,0
8968,20190707,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,38,4,77,308,0,0,0,0,0
8969,20190708,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,35,3,77,231,5,2,2,0,1
8970,20190709,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,28,4,77,308,0,0,0,0,0
8971,20190710,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,30,2,77,154,1,0,0,0,0
8972,20190711,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,31,2,77,154,1,0,0,0,1
8973,20190712,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,35,7,77,539,3,3,1,0,1
8974,20190713,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,26,4,77,308,1,1,1,0,1
8975,20190714,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,41,7,77,539,0,0,0,0,0
8976,20190715,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,42,6,77,462,2,2,0,0,1
8977,20190716,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,31,6,77,462,1,0,0,0,0
8978,20190717,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,24,2,77,154,0,0,0,0,0
8979,20190718,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,28,4,77,308,0,0,0,0,0
8980,20190719,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,39,5,77,385,0,0,0,0,0
8981,20190720,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,29,4,77,308,0,0,0,0,0
8982,20190721,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,38,4,77,308,0,0,0,0,0
8983,20190722,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,40,5,77,385,3,1,0,0,1
8984,20190723,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,28,5,77,385,1,1,0,0,0
8985,20190724,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,27,2,77,154,2,2,3,1,2
8986,20190725,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,38,9,77,693,4,3,1,0,1
8987,20190726,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,16,3,77,231,2,1,0,0,0
8988,20190727,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,31,2,77,154,0,0,0,0,0
8989,20190728,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,36,5,77,385,1,1,0,0,0
8990,20190729,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,24,4,77,308,0,0,0,0,0
8991,20190730,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,28,2,77,154,1,0,0,0,0
8992,20190731,48ee6a0f8701ad2cf9956c509c382a81a8045c6f30b11e2817ccf52c0456d48e,36,5,77,385,0,0,0,0,0
8993,20190701,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,48,0,77,0,0,0,0,0,0
8994,20190702,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,68,0,77,0,0,0,0,0,0
8995,20190703,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,178,0,77,0,0,0,0,0,0
8996,20190704,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,82,0,77,0,0,0,0,0,0
8997,20190705,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,82,1,77,77,0,0,0,0,0
8998,20190706,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,251,0,77,0,0,0,0,0,0
8999,20190707,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,124,0,77,0,0,0,0,0,0
9000,20190708,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,732,2,77,154,0,0,0,0,0
9001,20190709,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,155,0,77,0,0,0,0,0,0
9002,20190710,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,101,2,77,154,1,0,0,0,0
9003,20190711,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,76,1,77,77,0,0,0,0,0
9004,20190712,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,68,0,77,0,0,0,0,0,0
9005,20190713,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,125,0,77,0,0,0,0,0,0
9006,20190714,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,136,0,77,0,0,0,0,0,0
9007,20190715,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,158,2,77,154,1,1,0,0,1
9008,20190716,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,87,0,77,0,0,0,0,0,0
9009,20190717,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,96,0,77,0,0,0,0,0,0
9010,20190718,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,88,1,77,77,1,0,0,0,0
9011,20190719,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,101,2,77,154,0,0,0,0,0
9012,20190720,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,116,2,77,154,0,0,0,0,0
9013,20190721,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,138,3,77,231,2,2,0,0,1
9014,20190722,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,98,2,77,154,0,0,0,0,0
9015,20190723,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,69,0,77,0,0,0,0,0,0
9016,20190724,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,83,1,77,77,0,0,0,0,0
9017,20190725,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,66,0,77,0,0,0,0,0,0
9018,20190726,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,63,1,77,77,1,1,0,0,0
9019,20190727,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,92,0,77,0,0,0,0,0,0
9020,20190728,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,111,0,77,0,0,0,0,0,0
9021,20190729,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,112,0,77,0,0,0,0,0,0
9022,20190730,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,71,0,77,0,0,0,0,0,0
9023,20190731,3b28814420083ffc3bbfdc20c0e983395436152d7b2134a06eae3899a12b8e32,90,0,77,0,0,0,0,0,0
9024,20190701,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,80,0,77,0,0,0,0,0,0
9025,20190702,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,73,0,77,0,0,0,0,0,0
9026,20190703,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,75,0,77,0,0,0,0,0,0
9027,20190704,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,97,0,77,0,0,0,0,0,0
9028,20190705,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,107,0,77,0,0,0,0,0,0
9029,20190706,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,97,1,77,77,2,1,0,0,1
9030,20190707,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,130,0,77,0,0,0,0,0,0
9031,20190708,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,80,0,77,0,0,0,0,0,0
9032,20190709,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,102,0,77,0,0,0,0,0,0
9033,20190710,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,99,0,77,0,0,0,0,0,0
9034,20190711,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,79,0,77,0,0,0,0,0,0
9035,20190712,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,154,0,77,0,0,0,0,0,0
9036,20190713,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,132,0,77,0,0,0,0,0,0
9037,20190714,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,153,0,77,0,0,0,0,0,0
9038,20190715,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,107,0,77,0,0,0,0,0,0
9039,20190716,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,101,0,77,0,0,0,0,0,0
9040,20190717,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,140,0,77,0,0,0,0,0,0
9041,20190718,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,104,0,77,0,0,0,0,0,0
9042,20190719,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,119,0,77,0,0,0,0,0,0
9043,20190720,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,166,0,77,0,0,0,0,0,0
9044,20190721,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,176,0,77,0,0,0,0,0,0
9045,20190722,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,146,0,77,0,0,0,0,0,0
9046,20190723,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,116,0,77,0,0,0,0,0,0
9047,20190724,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,153,0,77,0,0,0,0,0,0
9048,20190725,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,110,0,77,0,0,0,0,0,0
9049,20190726,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,132,0,77,0,0,0,0,0,0
9050,20190727,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,134,0,77,0,0,0,0,0,0
9051,20190728,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,189,0,77,0,0,0,0,0,0
9052,20190729,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,110,0,77,0,0,0,0,0,0
9053,20190730,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,111,0,77,0,0,0,0,0,0
9054,20190731,472dfc15afc7e2a98a71d452e76c011201aafa63c01bf074f254e32e29bb42bf,130,0,77,0,0,0,0,0,0
9055,20190701,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,7,0,77,0,0,0,0,0,0
9056,20190702,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,9,0,77,0,0,0,0,0,0
9057,20190703,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,3,0,77,0,0,0,0,0,0
9058,20190704,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,11,0,77,0,0,0,0,0,0
9059,20190705,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,10,0,77,0,0,0,0,0,0
9060,20190706,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,11,0,77,0,0,0,0,0,0
9061,20190707,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,11,0,77,0,0,0,0,0,0
9062,20190708,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,9,0,77,0,0,0,0,0,0
9063,20190709,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,5,0,77,0,0,0,0,0,0
9064,20190710,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,8,0,77,0,0,0,0,0,0
9065,20190711,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,4,0,77,0,0,0,0,0,0
9066,20190712,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,1,0,77,0,0,0,0,0,0
9067,20190713,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,4,0,77,0,0,0,0,0,0
9068,20190714,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,4,0,77,0,0,0,0,0,0
9069,20190715,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,9,0,77,0,0,0,0,0,0
9070,20190716,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,5,0,77,0,0,0,0,0,0
9071,20190717,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,4,0,77,0,0,0,0,0,0
9072,20190718,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,6,0,77,0,0,0,0,0,0
9073,20190719,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,2,0,77,0,0,0,0,0,0
9074,20190720,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,5,0,77,0,0,0,0,0,0
9075,20190721,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,3,0,77,0,0,0,0,0,0
9076,20190722,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,7,0,77,0,0,0,0,0,0
9077,20190723,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,6,0,77,0,0,0,0,0,0
9078,20190724,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,9,0,77,0,0,0,0,0,0
9079,20190725,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,5,0,77,0,0,0,0,0,0
9080,20190726,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,5,0,77,0,0,0,0,0,0
9081,20190727,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,16,0,77,0,0,0,0,0,0
9082,20190728,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,7,0,77,0,0,0,0,0,0
9083,20190729,832f8d3dd34cc34961b4a5ed54d2545d4de123aa03abf6febe2d82320dd7d6c4,0,0,77,0,0,0,0,0,0
9084,20190701,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,3,0,77,0,0,0,0,0,0
9085,20190702,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9086,20190703,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9087,20190704,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9088,20190705,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9089,20190706,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,1,0,77,0,0,0,0,0,0
9090,20190707,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9091,20190708,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9092,20190709,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9093,20190710,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9094,20190711,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,3,0,77,0,0,0,0,0,0
9095,20190712,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,3,0,77,0,0,0,0,0,0
9096,20190713,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9097,20190714,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9098,20190715,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9099,20190716,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,4,0,77,0,0,0,0,0,0
9100,20190717,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,1,0,77,0,0,0,0,0,0
9101,20190718,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9102,20190719,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,1,0,77,0,0,0,0,0,0
9103,20190720,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9104,20190721,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,1,0,77,0,0,0,0,0,0
9105,20190722,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9106,20190723,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9107,20190724,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9108,20190725,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9109,20190726,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9110,20190727,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,2,0,77,0,0,0,0,0,0
9111,20190728,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,0,0,77,0,0,0,0,0,0
9112,20190729,569fa1a1f5778fbff9dce5620eb4060e6ef601579127ad252c1c7b051d008376,1,0,77,0,0,0,0,0,0
